step,mode,sim_time_sec,ref_idx,segment,ref_x,ref_y,ref_yaw,ref_v,ref_w,x,y,yaw,v_meas,w_meas,e_x,e_y,e_psi,cmd_v,cmd_w
96,deepc,4054.4500000000003,99,straight_1,1.2374999999999976,0.0,0.0,0.25,0.0,1.2385601734846323,0.0010039348484717698,0.001227593475605078,0.2630957534306243,0.007643202875812921,-0.0010614051093620325,-0.0010026326302882474,-0.0012275934756051932,0.25046678817341506,-0.006330389589493974
97,deepc,4054.5000000000005,100,straight_1,1.2499999999999976,0.0,0.0,0.25,0.0,1.2492800888559334,0.001018255847182079,0.0020015743162146056,0.26767855629794773,0.017222193699474395,0.000717871588584505,-0.001019694762157456,-0.002001574316214505,0.25389937619847575,0.003289180275834022
98,deepc,4054.55,101,straight_1,1.2624999999999975,0.0,0.0,0.25,0.0,1.2651025511193459,0.0010459556807255123,0.0013692582300978665,0.26400238694239286,-0.009259071152593229,-0.0026039808626053423,-0.0010423911367853126,-0.001369258230097703,0.251047603814735,-0.009347208867902367
99,deepc,4054.6000000000004,102,straight_1,1.2749999999999975,0.0,0.0,0.25,0.0,1.2757902707592472,0.0010616498936394602,0.0015748354895107645,0.26698561214004257,0.0037471222698228267,-0.0007919417025108562,-0.0010604040312136075,-0.0015748354895106509,0.24833288170501633,-0.003865591277039986
100,deepc,4054.65,103,straight_1,1.2874999999999974,0.0,0.0,0.25,0.0,1.2916146159629875,0.0010823904563952958,0.0007230983493543796,0.26140303374694024,-0.006587531127192061,-0.0041153975619671965,-0.0010794149016681127,-0.0007230983493542453,0.24716784296175487,0.007130814383515065
101,deepc,4054.7000000000003,104,straight_1,1.2999999999999974,0.0,0.0,0.25,0.0,1.3020696854989648,0.0010901809402558123,0.0004760776799090682,0.2612981365988314,-0.0049400297578566735,-0.002070204275213518,-0.001089195485677814,-0.00047607767990909267,0.24447282918939375,-0.004768279366907595
102,deepc,4054.7500000000005,105,straight_1,1.3124999999999973,0.0,0.0,0.25,0.0,1.3176491955202787,0.0011011127315472184,0.0009840648931734894,0.2573398227504803,-0.00812667703598242,-0.005150276593290686,-0.0010960450566756712,-0.0009840648931733753,0.24592274735805503,-0.003619097923444141
103,deepc,4054.8,106,straight_1,1.3249999999999973,0.0,0.0,0.25,0.0,1.3279442205294607,0.0011104545536008803,0.0006620507462732822,0.25748346228690266,-0.007817335307848292,-0.0029449550614332434,-0.0011085050869822305,-0.000662050746273124,0.24680318870006349,-0.0008306045967387739
104,deepc,4054.8500000000004,107,straight_1,1.3374999999999972,0.0,0.0,0.25,0.0,1.3434863552087202,0.0011197053780616845,0.00034466295231415606,0.25979283040193485,0.0,-0.005986740774109412,-0.0011176420367363668,-0.0003446629523140565,0.24719897981177913,0.004537755636512406
105,deepc,4054.9,108,straight_1,1.3499999999999972,0.0,0.0,0.25,0.0,1.3538783718168883,0.00112344669997642,0.00029607908444605343,0.2598232327432525,0.0006291326004679314,-0.003878704275962083,-0.0011222983459742558,-0.0002960790844461769,0.24551904870674124,0.00774707952327409
106,deepc,4054.9500000000003,110,straight_1,1.3749999999999971,0.0,0.0,0.25,0.0,1.369471694519744,0.0011300056260950585,0.00081774722961011,0.25844269201584663,0.013192115157040659,0.00552737957296793,-0.0011345260042588173,-0.000817747229610255,0.2453260843485096,0.019949505324604662
107,deepc,4055.0000000000005,110,straight_1,1.3749999999999971,0.0,0.0,0.25,0.0,1.3798093350809026,0.0011388133596083217,0.001346254048811906,0.25844110308670004,0.013212630320503318,-0.004810863854319931,-0.0011323377427468263,-0.0013462540488120567,0.24355334295362518,0.013350021098731141
108,deepc,4055.05,112,straight_1,1.399999999999997,0.0,0.0,0.25,0.0,1.395285389903214,0.0011649953591973022,0.0030513167612292095,0.25638826226182576,0.022566854704690133,0.004711033384681118,-0.0011793756823248588,-0.0030513167612293834,0.25261532488756944,0.020283115837221432
109,deepc,4055.1000000000004,112,straight_1,1.399999999999997,0.0,0.0,0.25,0.0,1.4055402207596466,0.001196175163205608,0.003962363054795522,0.25637193753256793,0.022776152645751852,-0.0055449169359556875,-0.0011742134644405968,-0.003962363054795581,0.24497285220397053,0.027011030671165278
110,deepc,4055.15,114,straight_1,1.424999999999997,0.0,0.0,0.25,0.0,1.421321663160417,0.001264841209592132,0.00600805639047686,0.25798648994507306,0.044551011785144784,0.0036706712601980015,-0.001286917903539,-0.006008056390476746,0.24786340238477475,0.023980466871905443
111,deepc,4055.2000000000003,115,straight_1,1.437499999999997,0.0,0.0,0.25,0.0,1.4316361196663687,0.001327768491544455,0.007851808820612594,0.2578661506413825,0.046093805156555714,0.005853274300570061,-0.001373769156931213,-0.00785180882061276,0.2468100568050066,0.017116646880056027
112,deepc,4055.251,116,straight_1,1.4499999999999968,0.0,0.0,0.25,0.0,1.4472490622152157,0.0014574188186783962,0.010205919129526148,0.2598000537993901,0.029205320456660338,0.002735920475721968,-0.0014854182775568873,-0.010205919129526286,0.24738316439908156,0.014625229888948727
113,deepc,4055.3,117,straight_1,1.4624999999999968,0.0,0.0,0.25,0.0,1.4576405265483445,0.0015632772978365034,0.011374131993145364,0.25980005314875954,0.029205317313075758,0.004841378578925083,-0.0016184472783410697,-0.011374131993145298,0.2521214991627892,-0.008117139416184527
114,deepc,4055.351,118,straight_1,1.4749999999999968,0.0,0.0,0.25,0.0,1.473263022349388,0.0017452612401819686,0.01287336565304897,0.2608818454823728,0.021332117613482034,0.001714366958003325,-0.001767476757556341,-0.012873365653049085,0.23712682963706214,0.002878669720986835
115,deepc,4055.4,119,straight_1,1.4874999999999967,0.0,0.0,0.25,0.0,1.4838777928730769,0.0018792580462905063,0.012319926816674385,0.26539105164861654,-0.0138442761088099,0.003598780504091557,-0.0019237396284911062,-0.012319926816674265,0.23781801416448287,0.030755272524864583
116,deepc,4055.4500000000003,120,left_turn,1.4999999999999967,0.0,0.0,0.2,0.25,1.4990390554949207,0.0020661265823595674,0.012462657774011641,0.24967993788722276,0.008004703361031864,0.0009351211181687118,-0.0020779417437751914,-0.012462657774011454,0.2229877279753345,0.11151678566382887
117,deepc,4055.5000000000005,121,left_turn,1.5099999999999967,0.0,0.0125,0.2,0.25,1.5090516270942995,0.002194246368421719,0.014533907817090757,0.2503347401460192,0.05248476588362764,0.0009163828912202925,-0.002207797701391845,-0.0020339078170907854,0.22167326563606166,0.14166673375683345
118,deepc,4055.55,122,left_turn,1.5199992187601692,0.00012499674481709788,0.025,0.2,0.25,1.5234271615634702,0.0024222410719335528,0.022707959334543757,0.23634163016898105,0.17010953795026604,-0.0034792202771515308,-0.0022188171678238495,0.0022920406654560743,0.21532612217174996,0.16451484911964862
119,deepc,4055.6000000000004,123,left_turn,1.5299960939229262,0.0003749707039642212,0.037500000000000006,0.2,0.25,1.5328467832800634,0.0026394968674874975,0.030236080272131625,0.2355513775797252,0.1900793966583446,-0.0029178463395081846,-0.002177310564709424,0.007263919727868551,0.2089754525682348,0.17885640089568577
120,deepc,4055.65,125,left_turn,1.549976566100812,0.0012496745122256075,0.0625,0.2,0.25,1.5466884383946196,0.003091197682592124,0.04331436597911539,0.22907055077642782,0.22082974677279657,0.0032053042343754105,-0.0019821746049029955,0.019185634020884468,0.20770725701704568,0.20884806860407276
121,deepc,4055.7000000000003,126,left_turn,1.559957041207813,0.0018742676906494096,0.075,0.2,0.25,1.5556211673864557,0.0034811740817054107,0.05291731129012406,0.22291667250500252,0.23469906680431252,0.0042448110045296425,-0.0018339927699344374,0.022082688709875953,0.20652869039886992,0.23467092188838756
122,deepc,4055.7500000000005,127,left_turn,1.5699289293889351,0.002623564763376833,0.0875,0.2,0.25,1.5687800299193861,0.004213351124475134,0.06811651259448893,0.21739832394645972,0.27406939137208364,0.0010380281541857949,-0.0016642981151770142,0.01938348740551099,0.21360189384771353,0.24384502474736297
123,deepc,4055.8,128,left_turn,1.5798906725569377,0.003497448654264705,0.09999999999999999,0.2,0.25,1.581828471373151,0.005143521634289858,0.08506703015377604,0.22087515583063025,0.3195952155699376,-0.0020706494195471548,-0.001475476698906292,0.014932969846224164,0.2161704005070187,0.23819986935248877
124,deepc,4055.8500000000004,129,left_turn,1.589840714209718,0.004495782820732987,0.11249999999999999,0.2,0.25,1.590732263374498,0.005906611189053835,0.09697911054453667,0.224773662530401,0.28711039898798324,-0.0010239664784575408,-0.0013178730018761934,0.015520889455463482,0.21224894741849473,0.2445702203486577
125,deepc,4055.9,130,left_turn,1.599777499673511,0.005618411275099273,0.12499999999999999,0.2,0.25,1.5997693224764238,0.0067882948120808915,0.10829991663378327,0.22754745047530123,0.2781907252676396,-0.00011832147410419012,-0.001163913392576371,0.016700083366216756,0.2128908363118211,0.25811961145037277
126,deepc,4055.9500000000003,131,left_turn,1.6096994763458043,0.0068651586089515495,0.13749999999999998,0.2,0.25,1.6131682649888297,0.0082877788317998,0.12583236968053263,0.22409523796001193,0.3014542956862271,-0.003619902474570827,-0.0009760374086245354,0.011667630319467381,0.21616475266229665,0.2581449286863359
127,deepc,4056.0000000000005,132,left_turn,1.6196050939379292,0.008235830020555404,0.15,0.2,0.25,1.6220609548641267,0.009415499533328944,0.13789054151047025,0.22409522987547148,0.30145429583359673,-0.002594700547590592,-0.0008309043967414554,0.012109458489529601,0.2085936664198057,0.24365934368008052
128,deepc,4056.05,134,left_turn,1.6393610637491929,0.011348069089117847,0.17500000000000002,0.2,0.25,1.635520660026268,0.011330273551143676,0.15622744446903128,0.22733877694481194,0.30500469938704966,0.0037964014293253704,-0.0005799600190045599,0.01877255553096857,0.20402091100598174,0.24464701605734726
129,deepc,4056.1000000000004,135,left_turn,1.6492083291382422,0.013089150465053807,0.18750000000000003,0.2,0.25,1.644334898399889,0.01272184740786286,0.16888527676589443,0.2213521185005148,0.3045199640652748,0.004865832817925255,-0.0004570663905282493,0.0186147232341054,0.2020545723976594,0.27844759290786275
130,deepc,4056.15,136,left_turn,1.6590330622692548,0.014953183432676506,0.20000000000000004,0.2,0.25,1.6571281766204744,0.014946715601693262,0.18696101795509884,0.21455155088038974,0.289667300175869,0.001872892622596184,-0.00034771308861200167,0.013038982044901282,0.20497455984344642,0.2720012474563341
131,deepc,4056.2000000000003,137,left_turn,1.6688337280476673,0.016939876740627118,0.21250000000000005,0.2,0.25,1.665486872538889,0.01653175307496342,0.1999688033375263,0.21268859990210748,0.325194634394224,0.003361231143827102,-0.00026482432078910745,0.012531196662473931,0.20844008962104466,0.24538280628955778
132,deepc,4056.2500000000005,138,left_turn,1.678608795139391,0.019048919972118192,0.22500000000000006,0.2,0.25,1.678117261907216,0.019139187178892025,0.21928519713434805,0.2157767734706722,0.3176302466457589,0.0004601265744266129,-0.0001950297988966868,0.005714802865651958,0.20698759399253316,0.2572745268243576
133,deepc,4056.3,139,left_turn,1.6883567362100804,0.021279983593435647,0.23750000000000007,0.2,0.25,1.6866260833495432,0.021037946854817725,0.23126070589762082,0.21927950171089763,0.28772642111349034,0.0017400557754180738,-0.0001610807405017309,0.0062392941023792226,0.21229049690716456,0.2418032798959018
134,deepc,4056.3520000000003,140,left_turn,1.6980760281637752,0.023632719005427738,0.25000000000000006,0.2,0.25,1.6993571370059706,0.024078795610682362,0.24919501613421724,0.21800344916527487,0.30248520650452093,-0.0013515501704749846,-0.00011634577773011567,0.0008049838657826491,0.21209666242878508,0.2582864252840364
135,deepc,4056.4,141,left_turn,1.7077651523808817,0.026106758597972967,0.26250000000000007,0.2,0.25,1.7079318802389185,0.026264680387850108,0.26127744790224156,0.2226495750322231,0.2895370229990713,-0.00020186278923028906,-0.0001094937655198732,0.0012225520977584559,0.20721184107644008,0.2296953724519132
136,deepc,4056.4500000000003,142,left_turn,1.7174225949554531,0.028701715807418423,0.2750000000000001,0.2,0.25,1.7208620645326689,0.02976661081057014,0.2792182077485586,0.22320687119793262,0.3023608721896788,-0.003599752593670351,-7.572056981925877e-05,-0.004218207748558633,0.20444139688648394,0.2241396837929104
137,deepc,4056.5000000000005,143,left_turn,1.7270468469317355,0.031417185176979556,0.2875000000000001,0.2,0.25,1.7293519508255437,0.032202760307751134,0.29089331815849323,0.2195126840303267,0.28049799810774645,-0.0024335713093986463,-9.14490536220988e-05,-0.003393318158493308,0.20091097283953835,0.21596150437817693
138,deepc,4056.55,145,left_turn,1.7461897694311939,0.03720794448670538,0.3125000000000001,0.2,0.25,1.7417833869972839,0.035963503201884135,0.30711495747174705,0.21511112796284837,0.26328493173383455,0.004576413388210142,-0.0001458792838246203,0.005385042528252892,0.19485671474433536,0.23201475940996835
139,deepc,4056.6000000000004,145,left_turn,1.7461897694311939,0.03720794448670538,0.3125000000000001,0.2,0.25,1.7498981743666413,0.038539039221901765,0.3177540640847815,0.21169913772340573,0.26156243589786093,-0.003938639452398202,-0.0001058282728332281,-0.005254064084781351,0.19750405143540745,0.24121912256678466
140,deepc,4056.6510000000003,147,left_turn,1.7651819561758237,0.0434754174910792,0.33750000000000013,0.2,0.25,1.7616729639906255,0.04245399485421261,0.33494613987405975,0.2069497636915317,0.29004054095526344,0.0036497508431482676,-0.00018880980330658278,0.002553860125940499,0.20273408580497354,0.20080591958529728
141,deepc,4056.7000000000003,147,left_turn,1.7651819561758237,0.0434754174910792,0.33750000000000013,0.2,0.25,1.7695246072143962,0.0451891126820114,0.3462291553160071,0.2078986862410678,0.28171680534977667,-0.004666501841290825,-0.0001383105761245556,-0.008729155316006931,0.19964963139108388,0.24958397061248255
142,deepc,4056.751,149,left_turn,1.7840115376671322,0.05021568722348835,0.36250000000000016,0.2,0.25,1.7813485309698054,0.0494949771380632,0.36224493090411697,0.21117622074539297,0.25588515765998804,0.0027455884226072324,-0.0002697626936511219,0.00025506909588335347,0.20357554581846266,0.20797564625808165
143,deepc,4056.8,150,left_turn,1.7933616698104928,0.053761815943894835,0.37500000000000017,0.2,0.25,1.789208189831292,0.05247706222534716,0.3738120987579849,0.21015717030358086,0.29148581974207766,0.0043357987697074385,-0.0003206822158278498,0.0011879012420150659,0.20337621822019503,0.2433359162890438
144,deepc,4056.8500000000004,151,left_turn,1.802666746029616,0.057424541234755315,0.3875000000000002,0.2,0.25,1.8010018829451613,0.05714514535329893,0.39009502460591683,0.21296410257978202,0.2584667425079437,0.0016460344290910704,-0.00037470229089449076,-0.0025950246059167625,0.20819172798920266,0.2381963128183944
145,deepc,4056.9,152,left_turn,1.8119253124252734,0.061203290802694876,0.4000000000000002,0.2,0.25,1.8089205653825544,0.06040462643361673,0.4014625820153643,0.21407990303571575,0.28418893552741636,0.0030779310900645772,-0.0004389872093553568,-0.001462582015363978,0.20588688634046964,0.22802220779371923
146,deepc,4056.9500000000003,153,left_turn,1.8211359223653023,0.06509747422578138,0.4125000000000002,0.2,0.25,1.820892465803017,0.06553390914761878,0.4188409796741369,0.21826746031529462,0.27985497089901845,4.491349543891859e-05,-0.0004977241370944873,-0.006340979674136715,0.20682877597660138,0.21769254182958755
147,deepc,4057.0000000000005,154,left_turn,1.8302971367106384,0.06910648304577767,0.4250000000000002,0.2,0.25,1.828820153729522,0.06906454677715833,0.429575193499294,0.2167227413334715,0.2663045898605497,0.0013602541909434561,-0.00057701465592684,-0.004575193499293917,0.2027074998891425,0.23809931857199398
148,deepc,4057.05,155,left_turn,1.8394075240401788,0.07322969086321192,0.4375000000000002,0.2,0.25,1.8406619385916425,0.07452966635689576,0.4450656054433732,0.21748341462385362,0.25840434353697755,-0.0016918741992224587,-0.0006332881217169273,-0.007565605443372814,0.20239555772229165,0.2176651749889714
149,deepc,4057.1000000000004,156,left_turn,1.848465660874438,0.0774664534352513,0.45000000000000023,0.2,0.25,1.8483845852193974,0.07821703187038802,0.4563874574804637,0.21337599966363738,0.2780732962708936,-0.00025800846666170114,-0.0007094877590652567,-0.006387457480463432,0.2076832208685828,0.21193740175436376
150,deepc,4057.15,157,left_turn,1.857470131897965,0.0818161087763636,0.46250000000000024,0.2,0.25,1.8598511807141984,0.08388726059663731,0.4720264963679376,0.21320658888731908,0.2570281780658127,-0.003062414398604473,-0.0007620245265934219,-0.00952649636793712,0.1988035585019765,0.22425578307854538
151,deepc,4057.2000000000003,158,left_turn,1.8664195301804813,0.08627797726175113,0.47500000000000026,0.2,0.25,1.8675490249006594,0.08782108113773415,0.4828033109450641,0.2171142542299299,0.26067206943959986,-0.0017167973978745304,-0.0008423387618026776,-0.007803310945063924,0.20452278747958907,0.1952744802682148
152,deepc,4057.2500000000005,159,left_turn,1.875312457396713,0.09085136173354068,0.48750000000000027,0.2,0.25,1.8788630324958793,0.09379647714621366,0.4998938017622576,0.2107644464785779,0.27484890962603686,-0.004527792605607571,-0.0008828263982168937,-0.01239380176225735,0.19568923667108662,0.23177458633840622
153,deepc,4057.3,160,left_turn,1.8841475240448753,0.09553554760971307,0.5000000000000002,0.2,0.25,1.8862961166809096,0.09785763842932531,0.5102563597148951,0.2126131816449633,0.2515130983266697,-0.003009014869099395,-0.0009769266132555435,-0.010256359714894803,0.19757912258240246,0.18831802228385075
154,deepc,4057.3500000000004,162,left_turn,1.9016385630485257,0.10523337879901659,0.5250000000000001,0.2,0.25,1.897201407115602,0.10400495853982358,0.5269995750363317,0.20658832216445386,0.2637755377287302,0.00445294710114715,-0.001169885131395845,-0.0019995750363315246,0.19812834733869067,0.20742725345354457
155,deepc,4057.4,162,left_turn,1.9016385630485257,0.10523337879901659,0.5250000000000001,0.2,0.25,1.9043507837351068,0.1081654740684976,0.5364414457389586,0.20721022557948715,0.229407177715639,-0.0038297795491773028,-0.0011340689250369175,-0.011441445738958222,0.198379901256228,0.23633097522627358
156,deepc,4057.4500000000003,164,left_turn,1.9188817158614133,0.1153654100008464,0.55,0.2,0.25,1.9150911420451262,0.11459039379274563,0.551355941587445,0.20882066796792104,0.2760081100318576,0.003634854254749279,-0.0013254940687424414,-0.0013559415874451197,0.20578794910234738,0.19480138129201907
157,deepc,4057.5000000000005,164,left_turn,1.9188817158614133,0.1153654100008464,0.55,0.2,0.25,1.9222070652104948,0.11897004666953763,0.5623980840905116,0.20910038504979486,0.2761899217760146,-0.004735226803179435,-0.0012763153721400636,-0.012398084090511574,0.2000492765523965,0.2436546633120387
158,deepc,4057.55,166,left_turn,1.935866206074319,0.1259253090255132,0.575,0.2,0.25,1.9329904081463705,0.1258101672353307,0.5782464498576924,0.21179163505570195,0.2816981616032288,0.002471188933997194,-0.0014753632117988772,-0.0032464498576922907,0.2036645730928933,0.2005869601352928
159,deepc,4057.6000000000004,167,left_turn,1.9442581290985255,0.1313636569323496,0.5874999999999999,0.2,0.25,1.9400431723194613,0.13041664033033767,0.5896322759704673,0.2105778544143418,0.28433594944999163,0.004029834860636134,-0.0015566412849037266,-0.00213227597046739,0.2049019306162681,0.2377134297259374
160,deepc,4057.65,168,left_turn,1.9525814189337287,0.1369064762798661,0.5999999999999999,0.2,0.25,1.950613374129378,0.13753190933237383,0.605410873043329,0.21542472832144863,0.27991389507629355,0.0012623269999764868,-0.0016342880407783265,-0.005410873043329101,0.20877935902895775,0.23227860713937915
161,deepc,4057.7000000000003,169,left_turn,1.9608347750828254,0.14255290101381646,0.6124999999999998,0.2,0.25,1.957706829256132,0.14244482939924072,0.6165351575165285,0.2158007572508703,0.27956055772805033,0.002614537868004485,-0.0017204407299808186,-0.00403515751652872,0.20755818028301276,0.2231761805656263
162,deepc,4057.7500000000005,170,left_turn,1.969016907975709,0.1483020488918236,0.6249999999999998,0.2,0.25,1.9683970252247245,0.1500722002266921,0.633206810932047,0.21929886122853076,0.2678105570459002,-0.0005477481987928507,-0.0017937843471342784,-0.008206810932047226,0.2071106587382862,0.21397637001627695
163,deepc,4057.8,171,left_turn,1.977126539170761,0.15415302162122824,0.6374999999999997,0.2,0.25,1.9754428038557335,0.15524578321863775,0.6436489664193062,0.21848200932291229,0.2606450841245716,0.0006910526556481197,-0.0018845526649488653,-0.006148966419306401,0.20284864541714515,0.2361239776345778
164,deepc,4057.8500000000004,172,left_turn,1.9851624015546068,0.16010490499944513,0.6499999999999997,0.2,0.25,1.9858662536320149,0.1631097600690125,0.6592240880651205,0.2151000944932872,0.2895866988775687,-0.0023968572029803674,-0.0019441289269226953,-0.00922408806512065,0.20391005572536058,0.21530972797011982
165,deepc,4057.9,173,left_turn,1.9931232395400973,0.16615676905680551,0.6624999999999996,0.2,0.25,1.9926226705258654,0.16834812825539858,0.6703265348256711,0.21352457833935304,0.2757663644641651,-0.0009691088343665768,-0.002028164821315117,-0.007826534825671416,0.2081695601877668,0.20820165655800932
166,deepc,4057.9500000000003,174,left_turn,2.001007809262494,0.17230766820186294,0.6749999999999996,0.2,0.25,2.0026820134433794,0.1763702013427646,0.6860399443309885,0.21620309617687358,0.26879242758288735,-0.0038689588299484733,-0.002082856867953839,-0.01103994433098876,0.19914200712375213,0.222230291516279
167,deepc,4058.0000000000005,175,left_turn,2.0088148787738183,0.17855664136913993,0.6874999999999996,0.2,0.25,2.009416219207658,0.18188636890655757,0.6963234002097969,0.21816997485162076,0.254573078997157,-0.0025970433548927756,-0.0021688848756020564,-0.008823400209797327,0.20525577766658584,0.19334401171403104
168,deepc,4058.05,177,left_turn,2.024191650108188,0.19134488904166955,0.7124999999999995,0.2,0.25,2.019169849265288,0.19009564940623055,0.7133915379448779,0.2106190722899682,0.2677265208579162,0.004614723589980956,-0.002341668114949963,-0.0008915379448781735,0.1964129296736712,0.23086405598469695
169,deepc,4058.1000000000004,177,left_turn,2.024191650108188,0.19134488904166955,0.7124999999999995,0.2,0.25,2.025595338184878,0.19565866074649715,0.7236812095067715,0.2133114205884153,0.24990183597069363,-0.003908240615328396,-0.002303176465386617,-0.011181209506772039,0.19976955305573152,0.2318646759224859
170,deepc,4058.15,179,left_turn,2.0392439435616576,0.20451351983587443,0.7374999999999994,0.2,0.25,2.034981228527132,0.20400275214900246,0.7404472158029441,0.20703059373984906,0.27312444495128335,0.003491168407880948,-0.0024986728964266096,-0.0029472158029446582,0.20552291585789217,0.19079059223914185
171,deepc,4058.2010000000005,180,left_turn,2.0466454632520543,0.21123791618593232,0.7499999999999993,0.2,0.25,2.0442582561139693,0.21253428633822835,0.7568695088979608,0.21192022744631633,0.26158964844356286,0.0008453223684356334,-0.002581620341047574,-0.006869508897961563,0.20136272561730184,0.23659861552604014
172,deepc,4058.2500000000005,181,left_turn,2.0539623519407924,0.21805430378616567,0.7624999999999993,0.2,0.25,2.0504582250273407,0.21839229630803889,0.7668859827647051,0.21384177217964365,0.24636274816267906,0.002288702301634136,-0.002674880585168871,-0.004385982764705698,0.20662321236170172,0.22480401448160525
173,deepc,4058.3,182,left_turn,2.0611934663789007,0.22496161758987981,0.7749999999999992,0.2,0.25,2.056563116817589,0.22427948224511574,0.7779116578957641,0.21209463629689734,0.27862316921146224,0.0037772895295227556,-0.0027636080580778037,-0.002911657895764641,0.2082864746056239,0.22796915297177195
174,deepc,4058.3500000000004,183,left_turn,2.06833767671946,0.23195877834334586,0.7874999999999992,0.2,0.25,2.0657632252445355,0.2334020879053704,0.7946957221842701,0.21834256350914347,0.27419031725046306,0.000773389692022487,-0.002848299716119505,-0.007195722184270892,0.21061053816210817,0.23249986357111227
175,deepc,4058.4,184,left_turn,2.0753938666941396,0.23904469275443171,0.7999999999999992,0.2,0.25,2.071904488663339,0.23966132299279705,0.8053822704501319,0.21935256656331736,0.26800566612973686,0.001972916115136546,-0.002943398358247537,-0.005382270450132509,0.2076503473043917,0.22491242756659363
176,deepc,4058.4500000000003,185,left_turn,2.0823609337876112,0.24621825366342692,0.8124999999999991,0.2,0.25,2.081074226746,0.24926336242307254,0.8218733260703501,0.2205169252206988,0.27967218509812036,-0.001354251457887907,-0.003015676600335527,-0.00937332607035124,0.2099063565186344,0.21136277264434727
177,deepc,4058.5000000000005,186,left_turn,2.0892377894098164,0.25347834021603405,0.8249999999999991,0.2,0.25,2.087037696692228,0.25568089695114704,0.8325330280897467,0.2186034671544784,0.26295896896036675,-0.00014842364748695897,-0.0031096036014650026,-0.007533028089747873,0.2064749672118478,0.2297166855473221
178,deepc,4058.55,187,left_turn,2.096023359066055,0.26082381803849986,0.837499999999999,0.2,0.25,2.0958902469713365,0.2654639164803944,0.848027296309012,0.21854083323981693,0.27880160294558715,-0.003391918229319049,-0.0031690886869643986,-0.010527296309013057,0.20191043493010208,0.21559746538844005
179,deepc,4058.601,188,left_turn,2.102716582524873,0.26825353941485885,0.849999999999999,0.2,0.25,2.1016415836975084,0.2719882560656552,0.8588163662303906,0.21724163069681915,0.26997060954490004,-0.0021251078282929045,-0.003253866570512443,-0.008816366230391726,0.2068539530814601,0.1968803896824835
180,deepc,4058.65,189,left_turn,2.1093164139837226,0.2757663434662618,0.8624999999999989,0.2,0.25,2.1100091751936567,0.28174273413279854,0.8748040532873973,0.21274561693036437,0.2543905954988891,-0.005030551033006727,-0.0033001090584058148,-0.012304053287398364,0.19852123615143386,0.22743063615475598
181,deepc,4058.7000000000003,190,left_turn,2.115821822232366,0.2833610563323603,0.8749999999999989,0.2,0.25,2.1155114700872355,0.28833223118307283,0.8851249699881086,0.21522828983020853,0.2546576477090003,-0.0036511473825119986,-0.003387922762035707,-0.010124969988109633,0.2019724001280155,0.1933174084649375
182,deepc,4058.7500000000005,192,left_turn,2.1285453181840728,0.29879144926223594,0.8999999999999988,0.2,0.25,2.1234741128466648,0.2981293674827337,0.901820312570484,0.20896943166223297,0.26543521890177957,0.0036644503157577,-0.0035675313229525606,-0.0018203125704854273,0.19797179957532493,0.21774612782956487
183,deepc,4058.8,192,left_turn,2.1285453181840728,0.29879144926223594,0.8999999999999988,0.2,0.25,2.128678407373776,0.30471419551258994,0.9118446597902262,0.2104626363999078,0.2456556735166105,-0.004764216763073449,-0.0035212035602827725,-0.011844659790227308,0.20018217460643586,0.23517129727605723
184,deepc,4058.8500000000004,194,left_turn,2.140879118609191,0.3145350747111855,0.9249999999999987,0.2,0.25,2.1363250642591156,0.31464588184690406,0.9274502744429947,0.2103546294195123,0.27783928016535964,0.0026432116525058223,-0.0037101376530828518,-0.0024502744429959478,0.20663898407793407,0.19415523405501395
185,deepc,4058.9,195,left_turn,2.146897464533012,0.3225212823431737,0.9374999999999987,0.2,0.25,2.141380313445862,0.3213928361802346,0.9384324420941994,0.21091027670158446,0.27425547676029105,0.004171171213435667,-0.003783342116343595,-0.0009324420942009581,0.20196980703172324,0.2413104818255792
186,deepc,4058.9500000000003,196,left_turn,2.1528155152839368,0.3305820934257806,0.9499999999999986,0.2,0.25,2.148938899455933,0.3317693820528029,0.9540378063129341,0.21316898598335737,0.2750937768011772,0.0012736714011173018,-0.0038490993392949853,-0.004037806312935377,0.20782702746231185,0.24488944813378954
187,deepc,4059.0000000000005,197,left_turn,2.1586323461785755,0.3387162484736743,0.9624999999999986,0.2,0.25,2.153856460221122,0.338710138563302,0.9653496940604552,0.21281960197174757,0.28571827081595336,0.0027231208557447592,-0.003923485289205905,-0.0028496940604565424,0.21231339099939256,0.2237137489229909
188,deepc,4059.05,198,left_turn,2.1643470483489353,0.3469224765416775,0.9749999999999985,0.2,0.25,2.1612540811798535,0.349478787041907,0.9832299618952907,0.21995389896562764,0.29226860615652767,-0.0004130506116140711,-0.003991310370648546,-0.008229961895292348,0.21236538732718876,0.23510994704467336
189,deepc,4059.1000000000004,199,left_turn,2.1699587288844286,0.3551994954233501,0.9874999999999985,0.2,0.25,2.166173434076526,0.3568687383552982,0.9942247758064203,0.22300660758152674,0.2654909647392264,0.0006641771908550654,-0.0040833439002539995,-0.006724775806421945,0.20818432427582206,0.22751088620701435
190,deepc,4059.15,200,left_turn,2.175466510971389,0.36354601185133134,0.9999999999999984,0.2,0.25,2.1734426775685614,0.36811886652742043,1.0107545404120153,0.2218996849249038,0.2899059302117482,-0.002799168971394525,-0.004143857454185942,-0.010754540412016844,0.2118503454957158,0.20989369116224876
