step,segment,sim_time_sec,ref_x,ref_y,ref_yaw,ref_v,ref_w,x,y,yaw,v_meas,w_meas,e_x,e_y,e_psi,cmd_v,cmd_w,cmd_v_nom,cmd_w_nom,dv_pert,dw_pert
242,left_turn,14.700000,2.268789,0.562008,1.275000,0.200000,0.250000,2.285190,0.607602,1.201933,0.234161,0.254036,-0.048441,-0.001141,0.073067,0.218871,0.211890,0.160714,0.394080,0.058158,-0.182190
243,left_turn,14.750000,2.271704,0.571574,1.287500,0.200000,0.250000,2.288540,0.616272,1.212284,0.231288,0.255336,-0.047764,0.000082,0.075216,0.144497,0.620671,0.161224,0.400579,-0.016726,0.220092
244,left_turn,14.800000,2.274499,0.581176,1.300000,0.200000,0.250000,2.291696,0.624695,1.224847,0.215216,0.401655,-0.046773,0.001421,0.075153,0.145291,0.622957,0.162017,0.402864,-0.016726,0.220092
245,left_turn,14.850000,2.277174,0.590811,1.312500,0.200000,0.250000,2.295336,0.634947,1.259974,0.159328,0.686118,-0.047575,0.003793,0.052526,0.144938,0.581972,0.161664,0.361879,-0.016726,0.220092
246,left_turn,14.900000,2.279728,0.600479,1.325000,0.200000,0.250000,2.298077,0.643698,1.301109,0.152565,0.679670,-0.046545,0.006171,0.023891,0.145980,0.528982,0.162707,0.308890,-0.016726,0.220092
247,left_turn,14.950000,2.282162,0.610179,1.337500,0.200000,0.250000,2.299708,0.649610,1.326612,0.153662,0.617785,-0.042504,0.007492,0.010888,0.149259,0.505354,0.165985,0.285262,-0.016726,0.220092
248,left_turn,15.000000,2.284473,0.619908,1.350000,0.200000,0.250000,2.301906,0.658696,1.362664,0.157114,0.590191,-0.041553,0.009042,-0.012664,0.146665,0.411573,0.166741,0.240946,-0.020077,0.170627
249,left_turn,15.050000,2.286664,0.629665,1.362500,0.200000,0.250000,2.303190,0.664785,1.383852,0.154383,0.480667,-0.037579,0.009711,-0.021352,0.149814,0.395403,0.169891,0.224776,-0.020077,0.170627
250,left_turn,15.100000,2.288731,0.639449,1.375000,0.200000,0.250000,2.304346,0.670906,1.402818,0.157698,0.461782,-0.033625,0.010135,-0.027818,0.152946,0.383235,0.173023,0.212608,-0.020077,0.170627
251,left_turn,15.150000,2.290677,0.649258,1.387500,0.200000,0.250000,2.305894,0.680330,1.430210,0.160995,0.447572,-0.032898,0.010713,-0.042710,0.153423,0.354490,0.173500,0.183864,-0.020077,0.170627
252,left_turn,15.200000,2.292500,0.659090,1.400000,0.200000,0.250000,2.307205,0.689918,1.455768,0.161497,0.414002,-0.032312,0.011070,-0.055768,0.153763,0.329015,0.173840,0.158389,-0.020077,0.170627
253,left_turn,15.250000,2.294199,0.668945,1.412500,0.200000,0.250000,2.307945,0.696345,1.471478,0.161855,0.384251,-0.028628,0.010961,-0.058978,0.156673,0.322401,0.176750,0.151775,-0.020077,0.170627
254,left_turn,15.302000,2.295776,0.678820,1.425000,0.200000,0.250000,2.308878,0.706122,1.494346,0.164919,0.376527,-0.028224,0.010979,-0.069346,0.156864,0.301697,0.176941,0.131070,-0.020077,0.170627
255,left_turn,15.350000,2.297229,0.688714,1.437500,0.200000,0.250000,2.309380,0.712705,1.508713,0.165119,0.352346,-0.024699,0.010640,-0.071213,0.234701,-0.110460,0.179734,0.126725,0.054968,-0.237185
256,left_turn,15.400000,2.298558,0.698625,1.450000,0.200000,0.250000,2.309999,0.723551,1.526471,0.205695,0.187769,-0.025408,0.010326,-0.076471,0.234056,-0.121541,0.179089,0.115643,0.054968,-0.237185
257,left_turn,15.450000,2.299763,0.708552,1.462500,0.200000,0.250000,2.310411,0.732840,1.528711,0.246287,-0.034253,-0.024714,0.009618,-0.066211,0.234758,-0.102294,0.179791,0.134890,0.054968,-0.237185
258,left_turn,15.500000,2.300843,0.718494,1.475000,0.200000,0.250000,2.310835,0.742685,1.523646,0.246373,-0.152000,-0.024636,0.008840,-0.048646,0.235022,-0.068563,0.180055,0.168622,0.054968,-0.237185
259,left_turn,15.551000,2.301800,0.728448,1.487500,0.200000,0.250000,2.311562,0.757486,1.515209,0.247392,-0.117018,-0.029536,0.008134,-0.027709,0.231262,-0.027961,0.176294,0.209224,0.054968,-0.237185
260,left_turn,15.600000,2.302632,0.738413,1.500000,0.200000,0.250000,2.312107,0.767284,1.511905,0.243434,-0.047716,-0.029378,0.007760,-0.011905,0.231451,0.002974,0.176483,0.240158,0.054968,-0.237185
261,left_turn,15.651000,2.303339,0.748388,1.512500,0.200000,0.250000,2.312972,0.781870,1.510676,0.243632,0.005065,-0.034001,0.007603,0.001824,0.227767,0.030148,0.172799,0.267333,0.054968,-0.237185
262,left_turn,15.700000,2.303922,0.758371,1.525000,0.200000,0.250000,2.313552,0.791519,1.511823,0.239755,0.051449,-0.033658,0.007659,0.013177,0.218996,-0.058495,0.173056,0.290141,0.045940,-0.348636
263,left_turn,15.750000,2.304380,0.768361,1.537500,0.200000,0.250000,2.314376,0.805596,1.511386,0.230522,-0.097568,-0.037763,0.007768,0.026114,0.215661,-0.032426,0.169721,0.316210,0.045940,-0.348636
264,left_turn,15.801000,2.304713,0.778355,1.550000,0.200000,0.250000,2.314922,0.814727,1.508327,0.227011,-0.055336,-0.036938,0.007919,0.041673,0.216215,-0.001035,0.170276,0.347600,0.045940,-0.348636
265,left_turn,15.850000,2.304921,0.788353,1.562500,0.200000,0.250000,2.315780,0.828339,1.506668,0.227595,0.000000,-0.040600,0.008275,0.055832,0.213148,0.027923,0.167209,0.376559,0.045940,-0.348636
266,straight_2,15.900000,2.305004,0.798353,1.575000,0.250000,0.000000,2.316358,0.837358,1.507609,0.224367,0.047650,-0.039645,0.008869,0.067391,0.263656,-0.197890,0.217717,0.150746,0.045940,-0.348636
267,straight_2,15.950000,2.304951,0.810852,1.575000,0.250000,0.000000,2.317240,0.851405,1.506824,0.255560,-0.139543,-0.041255,0.009671,0.068176,0.262355,-0.194875,0.216415,0.153761,0.045940,-0.348636
268,straight_2,16.000000,2.304898,0.823352,1.575000,0.250000,0.000000,2.318338,0.867724,1.492949,0.275289,-0.235255,-0.045282,0.009948,0.082051,0.258873,-0.166627,0.212933,0.182009,0.045940,-0.348636
269,straight_2,16.050000,2.304846,0.835852,1.575000,0.250000,0.000000,2.319198,0.878714,1.483961,0.275333,-0.219480,-0.043945,0.010580,0.091039,0.259749,-0.147513,0.213809,0.201123,0.045940,-0.348636
270,straight_2,16.100000,2.304793,0.848352,1.575000,0.250000,0.000000,2.320153,0.889669,1.475433,0.274825,-0.207841,-0.042591,0.011356,0.099567,0.260628,-0.129061,0.214689,0.219575,0.045940,-0.348636
271,straight_2,16.150000,2.304741,0.860852,1.575000,0.250000,0.000000,2.321758,0.906079,1.463426,0.274814,-0.196813,-0.046791,0.012073,0.111574,0.256953,-0.103756,0.211013,0.244879,0.045940,-0.348636
272,straight_2,16.200000,2.304688,0.873352,1.575000,0.250000,0.000000,2.323541,0.922328,1.452900,0.270945,-0.171083,-0.050854,0.012961,0.122100,0.194926,0.264132,0.207455,0.267531,-0.012529,-0.003399
273,straight_2,16.250000,2.304636,0.885852,1.575000,0.250000,0.000000,2.324738,0.932463,1.450094,0.239217,0.022958,-0.048692,0.014344,0.124906,0.196569,0.272232,0.209098,0.275632,-0.012529,-0.003399
274,straight_2,16.300000,2.304583,0.898352,1.575000,0.250000,0.000000,2.325775,0.941085,1.456497,0.209182,0.225723,-0.044872,0.016179,0.118503,0.199820,0.262729,0.212349,0.266129,-0.012529,-0.003399
275,straight_2,16.350000,2.304531,0.910852,1.575000,0.250000,0.000000,2.327153,0.953502,1.474665,0.210296,0.307200,-0.044625,0.018424,0.100335,0.200514,0.230434,0.213043,0.233834,-0.012529,-0.003399
276,straight_2,16.400000,2.304478,0.923351,1.575000,0.250000,0.000000,2.327958,0.961880,1.486434,0.210600,0.273404,-0.040370,0.020150,0.088566,0.231691,0.118883,0.216724,0.213403,0.014967,-0.094519
277,straight_2,16.450000,2.304426,0.935851,1.575000,0.250000,0.000000,2.329027,0.975064,1.500789,0.239900,0.166117,-0.040837,0.021799,0.074211,0.231609,0.093140,0.216642,0.187659,0.014967,-0.094519
278,straight_2,16.500000,2.304373,0.948351,1.575000,0.250000,0.000000,2.329704,0.984735,1.507236,0.243681,0.157449,-0.037920,0.022969,0.067764,0.234057,0.082352,0.219090,0.176872,0.014967,-0.094519
279,straight_2,16.550000,2.304320,0.960851,1.575000,0.250000,0.000000,2.330613,0.999412,1.516167,0.246376,0.140555,-0.039939,0.024148,0.058833,0.232583,0.066613,0.217616,0.161132,0.014967,-0.094519
280,straight_2,16.600000,2.304268,0.973351,1.575000,0.250000,0.000000,2.331149,1.009220,1.521225,0.244824,0.113689,-0.037157,0.025070,0.053775,0.234880,0.058157,0.219913,0.152676,0.014967,-0.094519
281,straight_2,16.650000,2.304215,0.985851,1.575000,0.250000,0.000000,2.331863,1.023965,1.527574,0.247242,0.099256,-0.039273,0.025975,0.047426,0.233267,0.047087,0.218300,0.141606,0.014967,-0.094519
282,straight_2,16.700000,2.304163,0.998351,1.575000,0.250000,0.000000,2.332288,1.033810,1.531147,0.245544,0.080361,-0.036546,0.026698,0.043853,0.160644,0.237655,0.220523,0.135761,-0.059879,0.101894
283,straight_2,16.750000,2.304110,1.010851,1.575000,0.250000,0.000000,2.332838,1.047952,1.539047,0.216339,0.239102,-0.037994,0.027536,0.035953,0.159564,0.223363,0.219443,0.121469,-0.059879,0.101894
284,straight_2,16.800000,2.304058,1.023351,1.575000,0.250000,0.000000,2.333085,1.055627,1.551154,0.178480,0.305731,-0.032841,0.028388,0.023846,0.163778,0.200684,0.223657,0.098790,-0.059879,0.101894
285,straight_2,16.850000,2.304005,1.035850,1.575000,0.250000,0.000000,2.333258,1.065914,1.567781,0.171083,0.245908,-0.030152,0.029162,0.007219,0.165993,0.168823,0.225872,0.066930,-0.059879,0.101894
286,straight_2,16.900000,2.303953,1.048350,1.575000,0.250000,0.000000,2.333263,1.076238,1.581472,0.172475,0.216945,-0.027573,0.029607,-0.006472,0.168057,0.142242,0.227936,0.040349,-0.059879,0.101894
287,straight_2,16.950000,2.303900,1.060850,1.575000,0.250000,0.000000,2.333188,1.083177,1.589591,0.173705,0.198020,-0.021772,0.029703,-0.014591,0.172677,0.126177,0.232556,0.024283,-0.059879,0.101894
288,straight_2,17.000000,2.303848,1.073350,1.575000,0.250000,0.000000,2.333054,1.090230,1.597049,0.178872,0.178274,-0.016108,0.029640,-0.022049,0.177174,0.111147,0.237053,0.009254,-0.059879,0.101894
289,straight_2,17.050000,2.303795,1.085850,1.575000,0.250000,0.000000,2.332746,1.101132,1.607296,0.184565,0.164914,-0.014215,0.029490,-0.032296,0.274536,-0.227226,0.238497,-0.011510,0.036038,-0.215716
290,straight_2,17.100000,2.303742,1.098350,1.575000,0.250000,0.000000,2.332278,1.113337,1.611239,0.228647,-0.077252,-0.013822,0.029118,-0.036239,0.274817,-0.235782,0.238779,-0.020066,0.036038,-0.215716
291,straight_2,17.150000,2.303690,1.110850,1.575000,0.250000,0.000000,2.331882,1.123397,1.602983,0.264739,-0.277217,-0.011633,0.028581,-0.027983,0.276634,-0.220236,0.240596,-0.004521,0.036038,-0.215716
292,straight_2,17.200000,2.303637,1.123350,1.575000,0.250000,0.000000,2.331402,1.140500,1.584985,0.288816,-0.278064,-0.016754,0.028005,-0.009985,0.272622,-0.185277,0.236584,0.030438,0.036038,-0.215716
293,straight_2,17.250000,2.303585,1.135850,1.575000,0.250000,0.000000,2.331239,1.152084,1.574863,0.289463,-0.238244,-0.016122,0.027720,0.000137,0.273141,-0.165546,0.237102,0.050170,0.036038,-0.215716
294,straight_2,17.301000,2.303532,1.148349,1.575000,0.250000,0.000000,2.331210,1.169406,1.561554,0.288584,-0.208474,-0.021311,0.027482,0.013446,0.268967,-0.139357,0.232929,0.076359,0.036038,-0.215716
295,straight_2,17.350000,2.303480,1.160849,1.575000,0.250000,0.000000,2.331317,1.180887,1.553713,0.286591,-0.193384,-0.020510,0.027491,0.021287,0.269574,-0.123658,0.233535,0.092057,0.036038,-0.215716
296,straight_2,17.400000,2.303427,1.173349,1.575000,0.250000,0.000000,2.331514,1.192332,1.546147,0.285727,-0.185853,-0.019669,0.027610,0.028853,0.270199,-0.108311,0.234161,0.107405,0.036038,-0.215716
297,straight_2,17.450000,2.303375,1.185849,1.575000,0.250000,0.000000,2.331970,1.209432,1.535065,0.284523,-0.183543,-0.024589,0.027735,0.039935,0.266168,-0.085924,0.230129,0.129792,0.036038,-0.215716
298,straight_2,17.501000,2.303322,1.198349,1.575000,0.250000,0.000000,2.332603,1.226315,1.525594,0.280176,-0.146650,-0.029261,0.027987,0.049406,0.259216,-0.067955,0.226286,0.149189,0.032930,-0.217144
299,straight_2,17.551000,2.303270,1.210849,1.575000,0.250000,0.000000,2.333099,1.237301,1.520896,0.272859,-0.115980,-0.027907,0.028473,0.054104,0.260238,-0.057685,0.227308,0.159459,0.032930,-0.217144
300,straight_2,17.600000,2.303217,1.223349,1.575000,0.250000,0.000000,2.333645,1.248225,1.516625,0.273935,-0.098451,-0.026487,0.029037,0.058375,0.261315,-0.048128,0.228385,0.169016,0.032930,-0.217144
301,straight_2,17.650000,2.303164,1.235849,1.575000,0.250000,0.000000,2.334554,1.264671,1.511224,0.275068,-0.082138,-0.030640,0.029618,0.063776,0.257910,-0.036280,0.224980,0.180864,0.032930,-0.217144
302,straight_2,17.700000,2.303112,1.248349,1.575000,0.250000,0.000000,2.335207,1.275618,1.508204,0.271734,-0.058706,-0.029224,0.030327,0.066796,0.258994,-0.028964,0.226064,0.188180,0.032930,-0.217144
303,straight_2,17.750000,2.303059,1.260848,1.575000,0.250000,0.000000,2.336238,1.291898,1.504752,0.272625,-0.049428,-0.033172,0.031057,0.070248,0.254790,-0.034843,0.222846,0.196399,0.031945,-0.231242
304,straight_2,17.800000,2.303007,1.273348,1.575000,0.250000,0.000000,2.336952,1.302690,1.502605,0.268200,-0.059462,-0.031587,0.031867,0.072395,0.256020,-0.029092,0.224076,0.202150,0.031945,-0.231242
305,straight_2,17.850000,2.302954,1.285848,1.575000,0.250000,0.000000,2.338061,1.318784,1.499343,0.269495,-0.049646,-0.035358,0.032666,0.075657,0.252943,-0.021130,0.220998,0.210113,0.031945,-0.231242
306,straight_2,17.900000,2.302902,1.298348,1.575000,0.250000,0.000000,2.339216,1.334813,1.496800,0.266256,-0.036055,-0.039050,0.033519,0.078200,0.249941,-0.014508,0.217996,0.216734,0.031945,-0.231242
307,straight_2,17.950000,2.302849,1.310848,1.575000,0.250000,0.000000,2.339996,1.345337,1.495716,0.263096,-0.024753,-0.037178,0.034455,0.079284,0.251417,-0.010655,0.219472,0.220587,0.031945,-0.231242
308,straight_2,18.000000,2.302797,1.323348,1.575000,0.250000,0.000000,2.340788,1.355863,1.494869,0.264649,-0.018176,-0.035303,0.035416,0.080131,0.252900,-0.007232,0.220955,0.224011,0.031945,-0.231242
309,straight_2,18.050000,2.302744,1.335848,1.575000,0.250000,0.000000,2.341999,1.371744,1.493962,0.266210,-0.012333,-0.038804,0.036384,0.081038,0.250081,-0.003675,0.218137,0.227567,0.031945,-0.231242
310,straight_2,18.100000,2.302692,1.348348,1.575000,0.250000,0.000000,2.342812,1.382299,1.493597,0.263243,-0.006262,-0.036945,0.037382,0.081403,0.251561,-0.001148,0.219617,0.230094,0.031945,-0.231242
311,straight_2,18.150000,2.302639,1.360848,1.575000,0.250000,0.000000,2.344034,1.398095,1.493355,0.264801,0.000000,-0.040338,0.038390,0.081645,0.248841,0.001148,0.216897,0.232391,0.031945,-0.231242
312,straight_2,18.200000,2.302586,1.373347,1.575000,0.250000,0.000000,2.344849,1.408595,1.493359,0.261938,0.000000,-0.038412,0.039409,0.081641,0.246253,-0.009200,0.218438,0.234219,0.027815,-0.243419
313,straight_2,18.250000,2.302534,1.385847,1.575000,0.250000,0.000000,2.346058,1.424180,1.492932,0.259214,-0.015692,-0.041603,0.040411,0.082068,0.243692,-0.006544,0.215877,0.236874,0.027815,-0.243419
314,straight_2,18.300000,2.302481,1.398347,1.575000,0.250000,0.000000,2.346861,1.434461,1.492402,0.256518,-0.011159,-0.039479,0.041415,0.082598,0.245380,-0.003676,0.217565,0.239743,0.027815,-0.243419
315,straight_2,18.350000,2.302429,1.410847,1.575000,0.250000,0.000000,2.348072,1.449860,1.491885,0.258295,-0.006264,-0.042489,0.042426,0.083115,0.242961,-0.000823,0.215146,0.242596,0.027815,-0.243419
316,straight_2,18.400000,2.302376,1.423347,1.575000,0.250000,0.000000,2.348882,1.460106,1.491737,0.255748,0.000000,-0.040317,0.043458,0.083263,0.244696,0.001330,0.216880,0.244749,0.027815,-0.243419
317,straight_2,18.450000,2.302324,1.435847,1.575000,0.250000,0.000000,2.350099,1.475459,1.491767,0.257574,0.002260,-0.043261,0.044498,0.083233,0.242341,0.003145,0.214526,0.246564,0.027815,-0.243419
318,straight_2,18.500000,2.302271,1.448347,1.575000,0.250000,0.000000,2.350908,1.485679,1.491921,0.255096,0.005358,-0.041048,0.045544,0.083079,0.244115,0.004718,0.216299,0.248137,0.027815,-0.243419
319,straight_2,18.550000,2.302219,1.460847,1.575000,0.250000,0.000000,2.352117,1.500994,1.492324,0.256963,0.008043,-0.043936,0.046598,0.082676,0.241813,0.005809,0.213997,0.249228,0.027815,-0.243419
320,straight_2,18.600000,2.302166,1.473347,1.575000,0.250000,0.000000,2.352919,1.511191,1.492683,0.254540,0.009905,-0.041689,0.047645,0.082317,0.243618,0.006976,0.215802,0.250394,0.027815,-0.243419
321,straight_2,18.650000,2.302114,1.485846,1.575000,0.250000,0.000000,2.354114,1.526475,1.493337,0.256440,0.011896,-0.044531,0.048700,0.081663,0.241358,0.007568,0.213542,0.250986,0.027815,-0.243419
322,straight_2,18.700000,2.302061,1.498346,1.575000,0.250000,0.000000,2.354903,1.536652,1.493832,0.254061,0.012906,-0.042256,0.049741,0.081168,0.196965,0.326598,0.215372,0.251870,-0.018407,0.074728
323,straight_2,18.751000,2.302008,1.510846,1.575000,0.250000,0.000000,2.356028,1.551253,1.497939,0.223489,0.175928,-0.044232,0.050935,0.077061,0.195465,0.320535,0.213873,0.245806,-0.018407,0.074728
324,straight_2,18.800000,2.301956,1.523346,1.575000,0.250000,0.000000,2.356636,1.559650,1.509684,0.206013,0.337777,-0.039576,0.052361,0.065316,0.199399,0.299610,0.217806,0.224882,-0.018407,0.074728
325,straight_2,18.850000,2.301903,1.535846,1.575000,0.250000,0.000000,2.357340,1.572063,1.531748,0.209853,0.350257,-0.038353,0.053981,0.043252,0.200676,0.258397,0.219084,0.183669,-0.018407,0.074728
326,straight_2,18.900000,2.301851,1.548346,1.575000,0.250000,0.000000,2.357666,1.580458,1.545092,0.210517,0.308101,-0.033536,0.054971,0.029908,0.204652,0.233492,0.223059,0.158763,-0.018407,0.074728
327,straight_2,18.950000,2.301798,1.560846,1.575000,0.250000,0.000000,2.357952,1.593185,1.562952,0.213955,0.285561,-0.032778,0.055898,0.012048,0.205352,0.199440,0.223759,0.124712,-0.018407,0.074728
328,straight_2,19.000000,2.301746,1.573346,1.575000,0.250000,0.000000,2.358018,1.601794,1.573539,0.215421,0.246083,-0.028294,0.056350,0.001461,0.208957,0.179080,0.227365,0.104352,-0.018407,0.074728
329,straight_2,19.050000,2.301693,1.585846,1.575000,0.250000,0.000000,2.357950,1.614786,1.587614,0.217487,0.230796,-0.027990,0.056735,-0.012614,0.209181,0.151624,0.227588,0.076896,-0.018407,0.074728
330,straight_2,19.100000,2.301641,1.598345,1.575000,0.250000,0.000000,2.357698,1.627871,1.600644,0.218203,0.206078,-0.027839,0.056914,-0.025644,0.205564,-0.124713,0.227647,0.051157,-0.022083,-0.175870
331,straight_2,19.150000,2.301588,1.610845,1.575000,0.250000,0.000000,2.357439,1.636540,1.606043,0.216383,0.047126,-0.023710,0.056721,-0.031043,0.208828,-0.135857,0.230911,0.040012,-0.022083,-0.175870
332,straight_2,19.200000,2.301536,1.623345,1.575000,0.250000,0.000000,2.357141,1.645238,1.602040,0.219134,-0.160766,-0.020145,0.056262,-0.027040,0.211710,-0.128677,0.233793,0.047192,-0.022083,-0.175870
333,straight_2,19.251000,2.301483,1.635845,1.575000,0.250000,0.000000,2.356758,1.658402,1.591404,0.219965,-0.182599,-0.021413,0.055729,-0.016404,0.210753,-0.108366,0.232836,0.067504,-0.022083,-0.175870
334,straight_2,19.301000,2.301430,1.648345,1.575000,0.250000,0.000000,2.356512,1.671658,1.580573,0.221572,-0.181456,-0.022773,0.055307,-0.005573,0.209695,-0.087464,0.231778,0.088406,-0.022083,-0.175870
335,straight_2,19.350000,2.301378,1.660845,1.575000,0.250000,0.000000,2.356426,1.680495,1.574300,0.220731,-0.149280,-0.019457,0.055117,0.000700,0.212351,-0.075260,0.234434,0.100610,-0.022083,-0.175870
336,straight_2,19.400000,2.301325,1.673345,1.575000,0.250000,0.000000,2.356396,1.689380,1.568798,0.223528,-0.128449,-0.016146,0.055038,0.006202,0.214996,-0.064395,0.237079,0.111474,-0.022083,-0.175870
337,straight_2,19.450000,2.301273,1.685845,1.575000,0.250000,0.000000,2.356441,1.702876,1.561696,0.226311,-0.109904,-0.017533,0.055011,0.013304,0.276765,0.015712,0.235952,0.125627,0.040813,-0.109916
338,straight_2,19.500000,2.301220,1.698345,1.575000,0.250000,0.000000,2.356528,1.712267,1.559443,0.248310,0.025283,-0.014549,0.055146,0.015557,0.279143,0.020462,0.238330,0.130378,0.040813,-0.109916
339,straight_2,19.550000,2.301168,1.710844,1.575000,0.250000,0.000000,2.356709,1.729122,1.561222,0.293835,0.034916,-0.018809,0.055364,0.013778,0.275742,0.017295,0.234929,0.127211,0.040813,-0.109916
340,straight_2,19.600000,2.301115,1.723344,1.575000,0.250000,0.000000,2.356820,1.740801,1.562495,0.290255,0.029510,-0.017918,0.055558,0.012505,0.276459,0.015099,0.235646,0.125015,0.040813,-0.109916
341,straight_2,19.651000,2.301063,1.735844,1.575000,0.250000,0.000000,2.356960,1.758239,1.564148,0.291009,0.025762,-0.022765,0.055747,0.010852,0.232010,-0.141572,0.231773,0.122048,0.000237,-0.263620
342,straight_2,19.701000,2.301010,1.748344,1.575000,0.250000,0.000000,2.357069,1.774661,1.559802,0.249685,-0.191565,-0.026932,0.055766,0.015198,0.228663,-0.132844,0.228426,0.130775,0.000237,-0.263620
343,straight_2,19.750000,2.300958,1.760844,1.575000,0.250000,0.000000,2.357179,1.784451,1.552276,0.243813,-0.186802,-0.024644,0.055774,0.022724,0.230457,-0.117778,0.230220,0.145842,0.000237,-0.263620
344,straight_2,19.801000,2.300905,1.773344,1.575000,0.250000,0.000000,2.357479,1.799063,1.540951,0.243449,-0.189965,-0.027395,0.055782,0.034049,0.228176,-0.095116,0.227939,0.168504,0.000237,-0.263620
345,straight_2,19.850000,2.300852,1.785844,1.575000,0.250000,0.000000,2.357767,1.808699,1.534255,0.240185,-0.162341,-0.024919,0.056042,0.040745,0.279943,0.334775,0.229857,0.182365,0.050086,0.152411
346,right_turn,19.900000,2.300800,1.798344,1.575000,0.200000,-0.250000,2.358132,1.818616,1.530014,0.261927,-0.022006,-0.022593,0.056458,0.044986,0.231809,0.094007,0.181723,-0.058403,0.050086,0.152411
347,right_turn,19.950000,2.300758,1.808344,1.562500,0.200000,-0.250000,2.358785,1.835236,1.536870,0.263370,0.133114,-0.028845,0.057081,0.025630,0.226944,0.056417,0.176858,-0.095994,0.050086,0.152411
348,right_turn,20.000000,2.300841,1.818343,1.550000,0.200000,-0.250000,2.359263,1.849778,1.543228,0.238888,0.096286,-0.033034,0.057534,0.006772,0.223654,0.019516,0.173569,-0.132895,0.050086,0.152411
349,right_turn,20.051000,2.301049,1.828341,1.537500,0.200000,-0.250000,2.359525,1.859223,1.545127,0.235426,0.033300,-0.032373,0.057664,-0.007627,0.224182,-0.009047,0.174096,-0.161457,0.050086,0.152411
350,right_turn,20.100000,2.301382,1.838336,1.525000,0.200000,-0.250000,2.359768,1.868648,1.545440,0.235981,-0.015431,-0.031783,0.057599,-0.020440,0.224617,-0.034793,0.174531,-0.187203,0.050086,0.152411
351,right_turn,20.150000,2.301839,1.848325,1.512500,0.200000,-0.250000,2.360132,1.882817,1.543210,0.236439,-0.059376,-0.036087,0.057319,-0.030710,0.221122,-0.055835,0.171036,-0.208246,0.050086,0.152411
352,right_turn,20.200000,2.302422,1.858308,1.500000,0.200000,-0.250000,2.360531,1.896856,1.538300,0.232760,-0.095294,-0.040416,0.056825,-0.038300,0.217606,-0.071903,0.167520,-0.224314,0.050086,0.152411
353,right_turn,20.250000,2.303129,1.868283,1.487500,0.200000,-0.250000,2.360831,1.906067,1.533896,0.229073,-0.122542,-0.039887,0.056268,-0.046396,0.217961,-0.089098,0.167875,-0.241509,0.050086,0.152411
354,right_turn,20.301000,2.303961,1.878248,1.475000,0.200000,-0.250000,2.361358,1.919808,1.525610,0.229432,-0.152069,-0.044110,0.055461,-0.050610,0.214542,-0.098979,0.164456,-0.251390,0.050086,0.152411
355,right_turn,20.350000,2.304918,1.888202,1.462500,0.200000,-0.250000,2.361771,1.928917,1.519678,0.227065,-0.153142,-0.043567,0.054699,-0.057178,0.175675,-0.284499,0.164820,-0.265898,0.010855,-0.018600
356,right_turn,20.400000,2.305999,1.898144,1.450000,0.200000,-0.250000,2.362221,1.937703,1.512057,0.208368,-0.249741,-0.042791,0.053803,-0.062057,0.176237,-0.295870,0.165382,-0.277269,0.010855,-0.018600
357,right_turn,20.450000,2.307204,1.908071,1.437500,0.200000,-0.250000,2.362931,1.949033,1.491555,0.185513,-0.345541,-0.045245,0.052310,-0.054055,0.174367,-0.282554,0.163512,-0.263953,0.010855,-0.018600
358,right_turn,20.500000,2.308533,1.917982,1.425000,0.200000,-0.250000,2.363518,1.956402,1.477949,0.183603,-0.330505,-0.043352,0.051187,-0.052949,0.175893,-0.282363,0.165038,-0.263762,0.010855,-0.018600
359,right_turn,20.550000,2.309986,1.927876,1.412500,0.200000,-0.250000,2.364583,1.967409,1.458119,0.185151,-0.329767,-0.045421,0.049806,-0.045619,0.174311,-0.270188,0.163455,-0.251588,0.010855,-0.018600
360,right_turn,20.601000,2.311562,1.937751,1.400000,0.200000,-0.250000,2.365864,1.978386,1.438823,0.183485,-0.315549,-0.047427,0.048483,-0.038823,0.172763,-0.258977,0.161908,-0.240377,0.010855,-0.018600
361,right_turn,20.650000,2.313262,1.947606,1.387500,0.200000,-0.250000,2.366829,1.985638,1.426379,0.181922,-0.303034,-0.045346,0.047536,-0.038879,0.174428,-0.260795,0.163572,-0.242194,0.010855,-0.018600
362,right_turn,20.700000,2.315084,1.957438,1.375000,0.200000,-0.250000,2.367879,1.992850,1.414210,0.183167,-0.308444,-0.043212,0.046626,-0.039210,0.176132,-0.263094,0.165277,-0.244493,0.010855,-0.018600
363,right_turn,20.750000,2.317030,1.967247,1.362500,0.200000,-0.250000,2.369642,2.003776,1.395805,0.185402,-0.307263,-0.045130,0.045449,-0.033305,0.174640,-0.253403,0.163785,-0.234803,0.010855,-0.018600
364,right_turn,20.800000,2.319098,1.977031,1.350000,0.200000,-0.250000,2.370931,2.011056,1.383663,0.183890,-0.296462,-0.043074,0.044598,-0.033663,0.173728,0.104667,0.165427,-0.237049,0.008300,0.341717
365,right_turn,20.850000,2.321288,1.986788,1.337500,0.200000,-0.250000,2.373015,2.021876,1.367217,0.182871,-0.217327,-0.044822,0.043565,-0.029717,0.172355,0.110701,0.164054,-0.231016,0.008300,0.341717
366,right_turn,20.900000,2.323600,1.996517,1.325000,0.200000,-0.250000,2.374484,2.029011,1.365271,0.181426,0.052464,-0.042195,0.043182,-0.040271,0.174383,0.088904,0.166082,-0.252813,0.008300,0.341717
