step,segment,sim_time_sec,ref_x,ref_y,ref_yaw,ref_v,ref_w,x,y,yaw,v_meas,w_meas,e_x,e_y,e_psi,cmd_v,cmd_w,cmd_v_nom,cmd_w_nom,dv_pert,dw_pert
118,straight_1,8.500000,1.225000,0.000000,0.000000,0.250000,0.000000,1.243160,0.009911,0.025247,0.279210,-0.147694,-0.018405,-0.009449,-0.025247,0.266348,-0.074439,0.235197,-0.067502,0.031151,-0.006937
119,straight_1,8.550000,1.237500,0.000000,0.000000,0.250000,0.000000,1.259944,0.010309,0.017025,0.280366,-0.127047,-0.022616,-0.009926,-0.017025,0.263022,-0.058853,0.231871,-0.051916,0.031151,-0.006937
120,straight_1,8.600000,1.250000,0.000000,0.000000,0.250000,0.000000,1.271086,0.010498,0.012534,0.276865,-0.100444,-0.021216,-0.010233,-0.012534,0.264159,-0.050424,0.233008,-0.043487,0.031151,-0.006937
121,straight_1,8.650000,1.262500,0.000000,0.000000,0.250000,0.000000,1.287734,0.010690,0.006953,0.278062,-0.086057,-0.025308,-0.010514,-0.006953,0.260899,-0.039769,0.229748,-0.032832,0.031151,-0.006937
122,straight_1,8.700000,1.275000,0.000000,0.000000,0.250000,0.000000,1.298788,0.010767,0.003938,0.274630,-0.067870,-0.023830,-0.010673,-0.003938,0.216523,-0.178990,0.230934,-0.027088,-0.014411,-0.151902
123,straight_1,8.750000,1.287500,0.000000,0.000000,0.250000,0.000000,1.314717,0.010821,-0.002945,0.247999,-0.211251,-0.027185,-0.010901,0.002945,0.213840,-0.165635,0.228251,-0.013733,-0.014411,-0.151902
124,straight_1,8.800000,1.300000,0.000000,0.000000,0.250000,0.000000,1.323986,0.010790,-0.012394,0.228754,-0.225548,-0.023851,-0.011086,0.012394,0.216489,-0.147069,0.230900,0.004833,-0.014411,-0.151902
125,straight_1,8.850000,1.312500,0.000000,0.000000,0.250000,0.000000,1.337669,0.010588,-0.025328,0.227902,-0.206296,-0.024893,-0.011222,0.025328,0.215595,-0.121446,0.230006,0.030456,-0.014411,-0.151902
126,straight_1,8.900000,1.325000,0.000000,0.000000,0.250000,0.000000,1.351329,0.010213,-0.037223,0.227682,-0.195381,-0.025930,-0.011185,0.037223,0.214671,-0.097590,0.229082,0.054312,-0.014411,-0.151902
127,straight_1,8.950000,1.337500,0.000000,0.000000,0.250000,0.000000,1.360377,0.009875,-0.044142,0.225970,-0.166563,-0.022419,-0.010875,0.044142,0.217410,-0.083194,0.231822,0.068708,-0.014411,-0.151902
128,straight_1,9.000000,1.350000,0.000000,0.000000,0.250000,0.000000,1.369465,0.009473,-0.050261,0.228853,-0.141991,-0.018964,-0.010439,0.050261,0.220102,-0.070170,0.234513,0.081732,-0.014411,-0.151902
129,straight_1,9.052000,1.362500,0.000000,0.000000,0.250000,0.000000,1.383235,0.008759,-0.058289,0.231686,-0.119761,-0.020190,-0.009952,0.058289,0.219012,-0.053237,0.233424,0.098665,-0.014411,-0.151902
130,straight_1,9.100000,1.375000,0.000000,0.000000,0.250000,0.000000,1.392463,0.008220,-0.062473,0.230539,-0.090859,-0.016916,-0.009294,0.062473,0.221569,-0.043686,0.235980,0.108216,-0.014411,-0.151902
131,straight_1,9.150000,1.387500,0.000000,0.000000,0.250000,0.000000,1.406349,0.007339,-0.067395,0.233230,-0.074556,-0.018312,-0.008591,0.067395,0.192770,0.402040,0.234783,0.119326,-0.042013,0.282713
132,straight_1,9.200000,1.400000,0.000000,0.000000,0.250000,0.000000,1.415537,0.006718,-0.069623,0.221932,-0.003490,-0.015032,-0.007782,0.069623,0.195356,0.407951,0.237369,0.125237,-0.042013,0.282713
133,straight_1,9.251000,1.412500,0.000000,0.000000,0.250000,0.000000,1.427854,0.005881,-0.059311,0.205638,0.280659,-0.014978,-0.006780,0.059311,0.195565,0.389130,0.237578,0.106417,-0.042013,0.282713
134,straight_1,9.301000,1.425000,0.000000,0.000000,0.250000,0.000000,1.440182,0.005207,-0.034463,0.205858,0.454457,-0.014994,-0.005727,0.034463,0.195844,0.341330,0.237856,0.058617,-0.042013,0.282713
135,straight_1,9.350000,1.437500,0.000000,0.000000,0.250000,0.000000,1.448416,0.004928,-0.017205,0.206151,0.398633,-0.010830,-0.005115,0.017205,0.199287,0.307917,0.241299,0.025204,-0.042013,0.282713
136,straight_1,9.400000,1.450000,0.000000,0.000000,0.250000,0.000000,1.456695,0.004788,-0.001709,0.208683,0.369189,-0.006687,-0.004799,0.001709,0.202637,0.277493,0.244650,-0.005220,-0.042013,0.282713
137,straight_1,9.450000,1.462500,0.000000,0.000000,0.250000,0.000000,1.469343,0.004815,0.019189,0.213052,0.326276,-0.006934,-0.004683,-0.019189,0.202394,0.235906,0.244407,-0.046807,-0.042013,0.282713
138,straight_1,9.500000,1.475000,0.000000,0.000000,0.250000,0.000000,1.477873,0.004981,0.031528,0.213241,0.281243,-0.003028,-0.004888,-0.031528,0.205440,0.210860,0.247453,-0.071853,-0.042013,0.282713
139,straight_1,9.550000,1.487500,0.000000,0.000000,0.250000,0.000000,1.490680,0.005422,0.047741,0.214754,0.259407,-0.003435,-0.005264,-0.047741,0.281958,0.206042,0.246967,-0.104956,0.034991,0.310999
140,left_turn,9.600000,1.500000,0.000000,0.000000,0.200000,0.250000,1.499548,0.005851,0.058427,0.234171,0.278307,0.000110,-0.005868,-0.058427,0.234738,0.433584,0.199747,0.122585,0.034991,0.310999
141,left_turn,9.650000,1.510000,0.000000,0.012500,0.200000,0.250000,1.514838,0.006808,0.078089,0.251280,0.417991,-0.005355,-0.006410,-0.065589,0.230277,0.418282,0.195286,0.107283,0.034991,0.310999
142,left_turn,9.700000,1.519999,0.000125,0.025000,0.200000,0.250000,1.524608,0.007581,0.097026,0.242396,0.488502,-0.005310,-0.006974,-0.072026,0.230225,0.404393,0.195234,0.093395,0.034991,0.310999
143,left_turn,9.750000,1.529996,0.000375,0.037500,0.200000,0.250000,1.539075,0.009067,0.125844,0.242341,0.472282,-0.010098,-0.007484,-0.088344,0.226133,0.370840,0.191142,0.059841,0.034991,0.310999
144,left_turn,9.801000,1.539989,0.000750,0.050000,0.200000,0.250000,1.553353,0.010945,0.152902,0.238034,0.433096,-0.014761,-0.008041,-0.102902,0.222124,0.340721,0.187133,0.029722,0.034991,0.310999
145,left_turn,9.850000,1.549977,0.001250,0.062500,0.200000,0.250000,1.562673,0.012383,0.169483,0.233814,0.397921,-0.014393,-0.008833,-0.106983,0.180716,-0.295997,0.187342,0.020135,-0.006626,-0.316132
146,left_turn,9.900000,1.559957,0.001874,0.075000,0.200000,0.250000,1.575661,0.014645,0.190554,0.196778,0.249412,-0.017839,-0.009565,-0.115554,0.177769,-0.314457,0.184395,0.001674,-0.006626,-0.316132
147,left_turn,9.950000,1.569929,0.002624,0.087500,0.200000,0.250000,1.583088,0.016069,0.195434,0.187126,0.036181,-0.015519,-0.010634,-0.107934,0.179795,-0.301142,0.186421,0.014990,-0.006626,-0.316132
148,left_turn,10.000000,1.579891,0.003497,0.100000,0.200000,0.250000,1.590468,0.017522,0.191340,0.189257,-0.166404,-0.013051,-0.011758,-0.091340,0.182099,-0.269975,0.188725,0.046157,-0.006626,-0.316132
149,left_turn,10.050000,1.589841,0.004496,0.112500,0.200000,0.250000,1.601692,0.019656,0.174130,0.191683,-0.315299,-0.014298,-0.012878,-0.061630,0.181556,-0.212573,0.188182,0.103559,-0.006626,-0.316132
150,left_turn,10.100000,1.599777,0.005618,0.125000,0.200000,0.250000,1.613021,0.021610,0.157045,0.191272,-0.249673,-0.015582,-0.013723,-0.032045,0.163065,0.059730,0.187432,0.161209,-0.024367,-0.101479
151,left_turn,10.150000,1.609699,0.006865,0.137500,0.200000,0.250000,1.620347,0.022773,0.147712,0.173859,-0.191643,-0.012872,-0.014167,-0.010212,0.165324,0.102595,0.189692,0.204074,-0.024367,-0.101479
152,left_turn,10.201000,1.619605,0.008236,0.150000,0.200000,0.250000,1.630606,0.024299,0.147988,0.174026,0.129187,-0.013249,-0.014266,0.002012,0.165033,0.126868,0.189400,0.228347,-0.024367,-0.101479
153,left_turn,10.250000,1.629493,0.009730,0.162500,0.200000,0.250000,1.637489,0.025329,0.154332,0.173961,0.170775,-0.010299,-0.014185,0.008168,0.167387,0.139325,0.191754,0.240804,-0.024367,-0.101479
154,left_turn,10.300000,1.639361,0.011348,0.175000,0.200000,0.250000,1.644365,0.026401,0.161583,0.173997,0.185794,-0.007360,-0.014052,0.013417,0.169726,0.150062,0.194094,0.251540,-0.024367,-0.101479
155,left_turn,10.350000,1.649208,0.013089,0.187500,0.200000,0.250000,1.654699,0.028108,0.173456,0.175228,0.205351,-0.008001,-0.013846,0.014044,0.169212,0.151686,0.193580,0.253165,-0.024367,-0.101479
156,left_turn,10.400000,1.659033,0.014953,0.200000,0.200000,0.250000,1.665065,0.029948,0.185554,0.175578,0.199440,-0.008695,-0.013625,0.014446,0.168656,0.152887,0.193023,0.254366,-0.024367,-0.101479
157,left_turn,10.450000,1.668834,0.016940,0.212500,0.200000,0.250000,1.671970,0.031246,0.193461,0.175642,0.196405,-0.005828,-0.013436,0.019039,0.170934,0.162414,0.195302,0.263893,-0.024367,-0.101479
158,left_turn,10.500000,1.678609,0.019049,0.225000,0.200000,0.250000,1.678892,0.032603,0.201699,0.177117,0.214363,-0.002993,-0.013223,0.023301,0.145698,0.223945,0.197551,0.272801,-0.051854,-0.048855
159,left_turn,10.550000,1.688357,0.021280,0.237500,0.200000,0.250000,1.688964,0.034685,0.216902,0.158391,0.305621,-0.003478,-0.012960,0.020598,0.145322,0.219011,0.197176,0.267866,-0.051854,-0.048855
160,left_turn,10.601000,1.698076,0.023633,0.250000,0.200000,0.250000,1.695065,0.036031,0.228306,0.155026,0.273812,0.000127,-0.012758,0.021694,0.148201,0.221568,0.200055,0.270424,-0.051854,-0.048855
161,left_turn,10.650000,1.707765,0.026107,0.262500,0.200000,0.250000,1.704085,0.038154,0.244179,0.155796,0.260566,0.000658,-0.012579,0.018321,0.148640,0.215144,0.200493,0.263999,-0.051854,-0.048855
162,left_turn,10.700000,1.717423,0.028702,0.275000,0.200000,0.250000,1.713177,0.040446,0.259424,0.156462,0.251265,0.001091,-0.012440,0.015576,0.148995,0.209905,0.200848,0.258761,-0.051854,-0.048855
163,left_turn,10.750000,1.727047,0.031417,0.287500,0.200000,0.250000,1.719231,0.042054,0.269365,0.156837,0.245147,0.004703,-0.012333,0.018135,0.178692,0.598077,0.203729,0.264071,-0.025037,0.334006
164,left_turn,10.800000,1.736636,0.034253,0.300000,0.200000,0.250000,1.725484,0.043783,0.281624,0.172008,0.399540,0.008065,-0.012254,0.018376,0.181380,0.598702,0.206418,0.264695,-0.025037,0.334006
165,left_turn,10.850000,1.746190,0.037208,0.312500,0.200000,0.250000,1.736291,0.046981,0.313069,0.190926,0.623535,0.006408,-0.012346,-0.000569,0.180089,0.560644,0.205126,0.226638,-0.025037,0.334006
166,left_turn,10.900000,1.755705,0.040282,0.325000,0.200000,0.250000,1.747114,0.050578,0.352969,0.189565,0.654762,0.004503,-0.012630,-0.027969,0.178487,0.505333,0.203524,0.171327,-0.025037,0.334006
167,left_turn,10.950000,1.765182,0.043475,0.337500,0.200000,0.250000,1.754202,0.053193,0.378087,0.187879,0.590167,0.006617,-0.013085,-0.040587,0.180091,0.479281,0.205129,0.145274,-0.025037,0.334006
168,left_turn,11.000000,1.774618,0.046787,0.350000,0.200000,0.250000,1.761213,0.055981,0.401114,0.189569,0.559740,0.008751,-0.013698,-0.051114,0.181702,0.457122,0.206739,0.123116,-0.025037,0.334006
169,left_turn,11.050000,1.784012,0.050216,0.362500,0.200000,0.250000,1.771700,0.060504,0.433948,0.191264,0.533862,0.006844,-0.014511,-0.071448,0.179928,0.414990,0.204965,0.080983,-0.025037,0.334006
170,left_turn,11.100000,1.793362,0.053762,0.375000,0.200000,0.250000,1.778617,0.063713,0.454433,0.189397,0.484657,0.008880,-0.015413,-0.079433,0.181436,0.397397,0.206474,0.063391,-0.025037,0.334006
171,left_turn,11.150000,1.802667,0.057425,0.387500,0.200000,0.250000,1.788841,0.068773,0.482925,0.190985,0.464112,0.006975,-0.016471,-0.095425,0.179633,0.363508,0.204670,0.029502,-0.025037,0.334006
172,left_turn,11.200000,1.811925,0.061203,0.400000,0.200000,0.250000,1.795582,0.072311,0.500810,0.189093,0.424588,0.009003,-0.017591,-0.100810,0.255005,0.147161,0.206187,0.016716,0.048818,0.130444
173,left_turn,11.250000,1.821136,0.065097,0.412500,0.200000,0.250000,1.805925,0.078049,0.524991,0.216031,0.329602,0.006672,-0.018831,-0.112491,0.252892,0.121566,0.204073,-0.008878,0.048818,0.130444
174,left_turn,11.300000,1.830297,0.069106,0.425000,0.200000,0.250000,1.814385,0.082957,0.533411,0.261841,0.171429,0.006659,-0.020017,-0.108411,0.252971,0.127591,0.204153,-0.002853,0.048818,0.130444
175,left_turn,11.350000,1.839408,0.073230,0.437500,0.200000,0.250000,1.827990,0.091027,0.544052,0.263757,0.184636,0.000558,-0.021137,-0.106552,0.248130,0.129292,0.199312,-0.001152,0.048818,0.130444
176,left_turn,11.400000,1.848466,0.077466,0.450000,0.200000,0.250000,1.837017,0.096490,0.551531,0.263747,0.187888,-0.000218,-0.022202,-0.101531,0.247614,0.137419,0.198796,0.006974,0.048818,0.130444
177,left_turn,11.450000,1.857470,0.081816,0.462500,0.200000,0.250000,1.850472,0.104806,0.562939,0.263588,0.191727,-0.006351,-0.023177,-0.100439,0.213907,0.294380,0.193911,0.007402,0.019996,0.286977
178,left_turn,11.500000,1.866420,0.086278,0.475000,0.200000,0.250000,1.859141,0.110277,0.572250,0.244914,0.295844,-0.006877,-0.024117,-0.097250,0.213549,0.299067,0.193554,0.012089,0.019996,0.286977
179,left_turn,11.550000,1.875312,0.090851,0.487500,0.200000,0.250000,1.870652,0.117763,0.594256,0.224793,0.349315,-0.011206,-0.024907,-0.106756,0.209893,0.278633,0.189897,-0.008345,0.019996,0.286977
180,left_turn,11.600000,1.884148,0.095536,0.500000,0.200000,0.250000,1.878068,0.122776,0.608088,0.222163,0.336143,-0.010573,-0.025831,-0.108088,0.210370,0.274307,0.190374,-0.012671,0.019996,0.286977
181,left_turn,11.650000,1.892923,0.100330,0.512500,0.200000,0.250000,1.888935,0.130396,0.627476,0.221442,0.320358,-0.014424,-0.026681,-0.114976,0.207136,0.259000,0.187141,-0.027977,0.019996,0.286977
182,left_turn,11.700000,1.901639,0.105233,0.525000,0.200000,0.250000,1.896075,0.135578,0.640229,0.219127,0.312034,-0.013666,-0.027658,-0.115229,0.207737,0.256735,0.187741,-0.030242,0.019996,0.286977
183,left_turn,11.750000,1.910292,0.110246,0.537500,0.200000,0.250000,1.906553,0.143435,0.658346,0.218670,0.299837,-0.017348,-0.028540,-0.120846,0.204659,0.243913,0.184663,-0.043065,0.019996,0.286977
184,left_turn,11.800000,1.918882,0.115365,0.550000,0.200000,0.250000,1.913461,0.148780,0.670382,0.217530,0.303283,-0.016512,-0.029551,-0.120382,0.157370,-0.050335,0.185343,-0.043957,-0.027972,-0.006378
185,left_turn,11.850000,1.927407,0.120592,0.562500,0.200000,0.250000,1.923182,0.156526,0.685943,0.187163,0.174954,-0.019492,-0.030482,-0.123443,0.154913,-0.058133,0.182885,-0.051755,-0.027972,-0.006378
186,left_turn,11.900000,1.935866,0.125925,0.575000,0.200000,0.250000,1.928355,0.160749,0.687388,0.163066,-0.057948,-0.016291,-0.031682,-0.112388,0.157734,-0.038182,0.185706,-0.031804,-0.027972,-0.006378
187,left_turn,11.950000,1.944258,0.131364,0.587500,0.200000,0.250000,1.935997,0.167004,0.682647,0.166035,-0.065161,-0.016074,-0.032865,-0.095147,0.158264,-0.005828,0.186236,0.000550,-0.027972,-0.006378
188,left_turn,12.000000,1.952581,0.136906,0.600000,0.200000,0.250000,1.941156,0.171197,0.680648,0.166594,-0.009937,-0.012699,-0.033840,-0.080648,0.161218,0.021415,0.189191,0.027793,-0.027972,-0.006378
189,left_turn,12.051000,1.960835,0.142553,0.612500,0.200000,0.250000,1.948997,0.177548,0.681477,0.169704,0.036543,-0.012851,-0.034635,-0.068977,0.161271,0.043324,0.189243,0.049702,-0.027972,-0.006378
190,left_turn,12.100000,1.969017,0.148302,0.625000,0.200000,0.250000,1.954269,0.181825,0.683258,0.169759,0.067049,-0.009727,-0.035308,-0.058258,0.163907,0.063552,0.191879,0.069930,-0.027972,-0.006378
191,left_turn,12.150000,1.977127,0.154153,0.637500,0.200000,0.250000,1.962197,0.188290,0.688241,0.172347,0.106063,-0.010152,-0.035849,-0.050741,0.163649,0.077611,0.191621,0.083990,-0.027972,-0.006378
192,left_turn,12.200000,1.985162,0.160105,0.650000,0.200000,0.250000,1.967525,0.192673,0.692942,0.172308,0.131870,-0.007235,-0.036324,-0.042942,0.166055,0.092355,0.194028,0.098733,-0.027972,-0.006378
193,left_turn,12.250000,1.993123,0.166157,0.662500,0.200000,0.250000,1.975495,0.199311,0.701129,0.173968,0.147030,-0.007917,-0.036705,-0.038629,0.135839,-0.150572,0.193517,0.106672,-0.057678,-0.257243
194,left_turn,12.300000,2.001008,0.172308,0.675000,0.200000,0.250000,1.980592,0.203615,0.705147,0.153176,0.018506,-0.004745,-0.037073,-0.030147,0.138435,-0.134270,0.196113,0.122974,-0.057678,-0.257243
195,left_turn,12.351000,2.008815,0.178557,0.687500,0.200000,0.250000,1.987188,0.209210,0.697320,0.144844,-0.178334,-0.003107,-0.037386,-0.009820,0.139827,-0.094178,0.197505,0.163065,-0.057678,-0.257243
196,left_turn,12.400000,2.016543,0.184903,0.700000,0.200000,0.250000,1.991668,0.212960,0.690476,0.147186,-0.160740,0.001307,-0.037474,0.009524,0.143359,-0.055649,0.201037,0.201595,-0.057678,-0.257243
197,left_turn,12.450000,2.024192,0.191345,0.712500,0.200000,0.250000,1.998547,0.218622,0.682213,0.150904,-0.094975,0.002706,-0.037341,0.030287,0.144395,-0.013884,0.202073,0.243360,-0.057678,-0.257243
198,left_turn,12.500000,2.031759,0.197882,0.725000,0.200000,0.250000,2.005613,0.224355,0.679407,0.151995,-0.023687,0.003707,-0.037022,0.045593,0.198878,0.094023,0.202757,0.274546,-0.003879,-0.180523
199,left_turn,12.550000,2.039244,0.204514,0.737500,0.200000,0.250000,2.010824,0.228564,0.681979,0.181442,0.133144,0.006903,-0.036585,0.055521,0.201336,0.114666,0.205215,0.295189,-0.003879,-0.180523
200,left_turn,12.600000,2.046645,0.211238,0.750000,0.200000,0.250000,2.017143,0.233705,0.687969,0.209545,0.165101,0.008525,-0.036090,0.062031,0.202557,0.128577,0.206436,0.309100,-0.003879,-0.180523
201,left_turn,12.650000,2.053962,0.218054,0.762500,0.200000,0.250000,2.026872,0.241735,0.698495,0.210479,0.182706,0.005518,-0.035555,0.064005,0.200126,0.133488,0.204005,0.314011,-0.003879,-0.180523
202,left_turn,12.700000,2.061193,0.224962,0.775000,0.200000,0.250000,2.033322,0.247153,0.705960,0.210618,0.188709,0.006813,-0.034969,0.069040,0.201095,0.144612,0.204974,0.325135,-0.003879,-0.180523
203,left_turn,12.751000,2.068338,0.231959,0.787500,0.200000,0.250000,2.042921,0.255371,0.717447,0.210614,0.192624,0.003758,-0.034351,0.070053,0.198637,0.147750,0.202516,0.328273,-0.003879,-0.180523
204,left_turn,12.800000,2.075394,0.239045,0.800000,0.200000,0.250000,2.049268,0.260911,0.725172,0.210612,0.193337,0.005049,-0.033693,0.074828,0.199600,0.158485,0.203479,0.339008,-0.003879,-0.180523
205,left_turn,12.850000,2.082361,0.246218,0.812500,0.200000,0.250000,2.058708,0.269313,0.736786,0.210609,0.193652,0.002001,-0.032997,0.075714,0.197149,0.161510,0.201028,0.342033,-0.003879,-0.180523
206,left_turn,12.900000,2.089238,0.253478,0.825000,0.200000,0.250000,2.064932,0.274961,0.744824,0.209611,0.206924,0.003308,-0.032270,0.080176,0.198125,0.171744,0.202004,0.352267,-0.003879,-0.180523
207,left_turn,12.950000,2.096023,0.260824,0.837500,0.200000,0.250000,2.074140,0.283489,0.757107,0.208891,0.203551,0.000338,-0.031504,0.080393,0.195745,0.173555,0.199624,0.354079,-0.003879,-0.180523
208,left_turn,13.001000,2.102717,0.268254,0.850000,0.200000,0.250000,2.083185,0.292075,0.769757,0.207130,0.212187,-0.002554,-0.030699,0.080243,0.198447,0.100010,0.197314,0.355228,0.001134,-0.255218
209,left_turn,13.050000,2.109316,0.275766,0.862500,0.200000,0.250000,2.089162,0.297869,0.777258,0.208892,0.170694,-0.001134,-0.029891,0.085242,0.199500,0.111462,0.198366,0.366680,0.001134,-0.255218
210,left_turn,13.100000,2.115822,0.283361,0.875000,0.200000,0.250000,2.095118,0.303730,0.784187,0.208990,0.177292,0.000272,-0.029043,0.090813,0.200527,0.124132,0.199393,0.379350,0.001134,-0.255218
211,left_turn,13.150000,2.122232,0.291036,0.887500,0.200000,0.250000,2.103993,0.312619,0.795205,0.209428,0.188160,-0.002641,-0.028133,0.092295,0.198170,0.128732,0.197036,0.383950,0.001134,-0.255218
212,left_turn,13.200000,2.128545,0.298791,0.900000,0.200000,0.250000,2.109857,0.318602,0.802831,0.209427,0.191699,-0.001268,-0.027205,0.097169,0.199176,0.140152,0.198042,0.395370,0.001134,-0.255218
213,left_turn,13.250000,2.134761,0.306625,0.912500,0.200000,0.250000,2.118567,0.327659,0.814400,0.209424,0.193292,-0.004184,-0.026214,0.098100,0.221530,0.289581,0.195691,0.399015,0.025838,-0.109434
214,left_turn,13.300000,2.140879,0.314535,0.925000,0.200000,0.250000,2.127478,0.337148,0.829279,0.229438,0.340169,-0.007625,-0.025155,0.095721,0.218823,0.286729,0.192985,0.396163,0.025838,-0.109434
215,left_turn,13.350000,2.146897,0.322521,0.937500,0.200000,0.250000,2.133713,0.343965,0.842902,0.230340,0.334866,-0.007238,-0.024110,0.094598,0.219154,0.286363,0.193316,0.395797,0.025838,-0.109434
216,left_turn,13.400000,2.152816,0.330582,0.950000,0.200000,0.250000,2.139845,0.350851,0.856289,0.230688,0.334439,-0.006813,-0.023079,0.093711,0.219511,0.286445,0.193672,0.395879,0.025838,-0.109434
217,left_turn,13.450000,2.158632,0.338716,0.962500,0.200000,0.250000,2.148884,0.361349,0.876360,0.231063,0.334534,-0.011153,-0.021975,0.086140,0.216175,0.273292,0.190336,0.382727,0.025838,-0.109434
218,left_turn,13.500000,2.164347,0.346922,0.975000,0.200000,0.250000,2.154770,0.368421,0.889701,0.228392,0.326547,-0.010672,-0.020976,0.085299,0.216574,0.273408,0.190735,0.382842,0.025838,-0.109434
219,left_turn,13.550000,2.169959,0.355199,0.987500,0.200000,0.250000,2.163339,0.379067,0.908859,0.227972,0.319309,-0.014758,-0.019892,0.078641,0.213414,0.262042,0.187575,0.371476,0.025838,-0.109434
220,left_turn,13.601000,2.175467,0.363546,1.000000,0.200000,0.250000,2.171645,0.389802,0.927749,0.224646,0.306035,-0.018721,-0.018802,0.072251,0.210340,0.251224,0.184502,0.360659,0.025838,-0.109434
221,left_turn,13.650000,2.180870,0.371961,1.012500,0.200000,0.250000,2.176992,0.396941,0.939887,0.221528,0.294431,-0.017884,-0.017866,0.072613,0.211005,0.253632,0.185166,0.363066,0.025838,-0.109434
222,left_turn,13.700000,2.186167,0.380442,1.025000,0.200000,0.250000,2.182223,0.404105,0.951687,0.222110,0.296213,-0.016982,-0.016944,0.073313,0.213912,0.461685,0.185877,0.366127,0.028034,0.095558
223,left_turn,13.750000,2.191358,0.388989,1.037500,0.200000,0.250000,2.189975,0.415061,0.972454,0.225170,0.441028,-0.020763,-0.015828,0.065046,0.211001,0.447159,0.182967,0.351601,0.028034,0.095558
224,left_turn,13.801000,2.196442,0.397601,1.050000,0.200000,0.250000,2.197451,0.426172,1.003580,0.222105,0.522227,-0.024639,-0.014500,0.046420,0.208107,0.412299,0.180073,0.316741,0.028034,0.095558
225,left_turn,13.850000,2.201417,0.406275,1.062500,0.200000,0.250000,2.202182,0.433604,1.023393,0.219059,0.481515,-0.023734,-0.013571,0.039107,0.208894,0.399345,0.180860,0.303787,0.028034,0.095558
226,left_turn,13.900000,2.206284,0.415011,1.075000,0.200000,0.250000,2.206748,0.441102,1.042353,0.219888,0.466386,-0.022766,-0.012754,0.032647,0.209715,0.387895,0.181681,0.292337,0.028034,0.095558
227,left_turn,13.950000,2.211042,0.423807,1.087500,0.200000,0.250000,2.213355,0.452550,1.069938,0.220752,0.453015,-0.026324,-0.011773,0.017562,0.206944,0.359491,0.178910,0.263933,0.028034,0.095558
228,left_turn,14.000000,2.215689,0.432661,1.100000,0.200000,0.250000,2.217574,0.460262,1.087550,0.217938,0.420746,-0.025316,-0.011156,0.012450,0.207766,0.350377,0.179731,0.254819,0.028034,0.095558
229,left_turn,14.050000,2.220225,0.441573,1.112500,0.200000,0.250000,2.223606,0.471885,1.112427,0.218700,0.409199,-0.028679,-0.010380,0.000073,0.211106,-0.064969,0.177057,0.231462,0.034050,-0.296430
230,left_turn,14.100000,2.224649,0.450542,1.125000,0.200000,0.250000,2.229380,0.483715,1.133975,0.220311,0.282785,-0.032060,-0.009748,-0.008975,0.208393,-0.081925,0.174344,0.214505,0.034050,-0.296430
231,left_turn,14.151000,2.228961,0.459564,1.137500,0.200000,0.250000,2.233105,0.491685,1.139642,0.219361,0.039387,-0.030913,-0.009659,-0.002142,0.209319,-0.068100,0.175269,0.228330,0.034050,-0.296430
232,left_turn,14.200000,2.233159,0.468640,1.150000,0.200000,0.250000,2.236784,0.499661,1.136468,0.220174,-0.114163,-0.029666,-0.009765,0.013532,0.210298,-0.036943,0.176249,0.259487,0.034050,-0.296430
233,left_turn,14.250000,2.237244,0.477768,1.162500,0.200000,0.250000,2.242378,0.511675,1.131143,0.221367,-0.063047,-0.032868,-0.009787,0.031357,0.207657,-0.001332,0.173608,0.295098,0.034050,-0.296430
234,left_turn,14.300000,2.241215,0.486946,1.175000,0.200000,0.250000,2.246121,0.519635,1.129897,0.218587,-0.002263,-0.031657,-0.009513,0.045103,0.208521,0.026652,0.174471,0.323082,0.034050,-0.296430
235,left_turn,14.350000,2.245070,0.496173,1.187500,0.200000,0.250000,2.251728,0.531522,1.131208,0.219495,0.045481,-0.034822,-0.009018,0.056292,0.205875,0.049921,0.171825,0.346351,0.034050,-0.296430
236,left_turn,14.400000,2.248810,0.505447,1.200000,0.200000,0.250000,2.255442,0.539421,1.133767,0.216711,0.085197,-0.033588,-0.008370,0.066233,0.206740,0.070968,0.172691,0.367398,0.034050,-0.296430
237,left_turn,14.450000,2.252433,0.514767,1.212500,0.200000,0.250000,2.260941,0.551222,1.139741,0.217621,0.121123,-0.036675,-0.007503,0.072759,0.228289,0.199822,0.170131,0.382012,0.058158,-0.182190
238,left_turn,14.500000,2.255940,0.524132,1.225000,0.200000,0.250000,2.264692,0.559386,1.145950,0.236114,0.217387,-0.035727,-0.006557,0.079050,0.228952,0.214109,0.170794,0.396299,0.058158,-0.182190
239,left_turn,14.550000,2.259330,0.533540,1.237500,0.200000,0.250000,2.270582,0.572513,1.160828,0.241002,0.250055,-0.040228,-0.005213,0.076672,0.225388,0.211770,0.167230,0.393960,0.058158,-0.182190
240,left_turn,14.600000,2.262601,0.542990,1.250000,0.200000,0.250000,2.274408,0.581321,1.171131,0.238843,0.261304,-0.039904,-0.004039,0.078869,0.225613,0.218278,0.167455,0.400468,0.058158,-0.182190
241,left_turn,14.650000,2.265754,0.552480,1.262500,0.200000,0.250000,2.279920,0.594469,1.186338,0.237487,0.254925,-0.044237,-0.002617,0.076162,0.222188,0.215422,0.164031,0.397613,0.058158,-0.182190
